symbol,name,series,isin,yahoo_symbol
PANCHMAHQ,Panchmahal Steel Limited,EQ,INE798F01010,PANCHMAHQ.NS
PANORAMA,Panorama Studios International Limited,EQ,INE258R01028,PANORAMA.NS
PANSARI,Pansari Developers Limited,EQ,INE697V01011,PANSARI.NS
PAR,Par Drugs And Chemicals Limited,BE,INE04LG01015,PAR.NS
PARACABLES,Paramount Communications Limited,EQ,INE074B01023,PARACABLES.NS
PARADEEP,Paradeep Phosphates Limited,EQ,INE088F01024,PARADEEP.NS
PARAGMILK,Parag Milk Foods Limited,EQ,INE883N01014,PARAGMILK.NS
PARAS,Paras Defence and Space Technologies Limited,EQ,INE045601023,PARAS.NS
PARASPETRO,Paras Petrofils Limited,EQ,INE162C01024,PARASPETRO.NS
PARIN,Parin Enterprises Limited,EQ,INE00U801010,PARIN.NS
PARKHOSPS,Park Medi World Limited,EQ,INE119201023,PARKHOSPS.NS
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,EQ,INE988S01028,PARKHOTELS.NS
PARNAXLAB,Parnax Lab Limited,EQ,INE383L01019,PARNAXLAB.NS
PARSVNATH,Parsvnath Developers Limited,BE,INE561H01026,PARSVNATH.NS
PASHUPATI,Pashupati Cotspin Limited,EQ,INE124Y01028,PASHUPATI.NS
PASUPTAC,Pasupati Acrylon Limited,EQ,INE818B01023,PASUPTAC.NS
PATANJALI,Patanjali Foods Limited,EQ,INE619A01035,PATANJALI.NS
PATELENG,Patel Engineering Limited,EQ,INE244B01030,PATELENG.NS
PATELRMART,Patel Retail Limited,EQ,INE0R8B01010,PATELRMART.NS
PATINTLOG,Patel Integrated Logistics Limited,EQ,INE529D01014,PATINTLOG.NS
PAUSHAKLTD,Paushak Limited,EQ,INE111F01024,PAUSHAKLTD.NS
PAVNAIND,Pavna Industries Limited,EQ,INE07S101038,PAVNAIND.NS
PAYTM,One 97 Communications Limited,EQ,INE982J01020,PAYTM.NS
PBMPOLY,PBM Polytex Limited,EQ,INE501F01018,PBMPOLY.NS
PCBL,PCBL Chemical Limited,EQ,INE602A01031,PCBL.NS
PCJEWELLER,PC Jeweller Limited,EQ,INE785M01021,PCJEWELLER.NS
PDMJEPAPER,Pudumjee Paper Products Limited,EQ,INE865T01018,PDMJEPAPER.NS
PDSL,PDS Limited,EQ,INE111Q01021,PDSL.NS
PEARLPOLY,Pearl Polymers Limited,EQ,INE844A01013,PEARLPOLY.NS
PENIND,Pennar Industries Limited,EQ,INE932A01024,PENIND.NS
PENINLAND,Peninsula Land Limited,EQ,INE138A01028,PENINLAND.NS
PERMAGN,Permanent Magnets Limited,EQ,INE418E01018,PERMAGN.NS
PERNIASPOP,Purple Style Labs Limited,EQ,INE0I1B01016,PERNIASPOP.NS
PERSISTENT,Persistent Systems Limited,EQ,INE262H01021,PERSISTENT.NS
PETRONET,Petronet LNG Limited,EQ,INE347G01014,PETRONET.NS
PFC,Power Finance Corporation Limited,EQ,INE134E01011,PFC.NS
PFIZER,Pfizer Limited,EQ,INE182A01018,PFIZER.NS
PFOCUS,Prime Focus Limited,EQ,INE367G01038,PFOCUS.NS
PFS,PTC India Financial Services Limited,EQ,INE560K01014,PFS.NS
PGEL,PG Electroplast Limited,EQ,INE457L01029,PGEL.NS
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,INE179A01014,PGHH.NS
PGHL,Procter & Gamble Health Limited,EQ,INE199A01012,PGHL.NS
PGIL,Pearl Global Industries Limited,EQ,INE940H01022,PGIL.NS
PHOENIXLTD,The Phoenix Mills Limited,EQ,INE211B01039,PHOENIXLTD.NS
PHOENXINTL,Phoenix International Limited,EQ,INE245B01011,PHOENXINTL.NS
PICCADIL,Piccadily Agro Industries Limited,EQ,INE546C01010,PICCADIL.NS
PIDILITIND,Pidilite Industries Limited,EQ,INE318A01026,PIDILITIND.NS
PIGL,Power & Instrumentation (Gujarat) Limited,EQ,INE557Z01018,PIGL.NS
PIIND,PI Industries Limited,EQ,INE603J01030,PIIND.NS
PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,INE417C01014,PILANIINVS.NS
PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,INE600A01035,PILITA.NS
PINELABS,Pine Labs Limited,EQ,INE15B701018,PINELABS.NS
PIONEEREMB,Pioneer Embroideries Limited,EQ,INE156C01018,PIONEEREMB.NS
PIONRINV,Pioneer Investcorp Limited,BE,INE746D01014,PIONRINV.NS
PIRAMALFIN,Piramal Finance Limited,EQ,INE202B01038,PIRAMALFIN.NS
PITTIENG,Pitti Engineering Limited,EQ,INE450D01021,PITTIENG.NS
PIXTRANS,Pix Transmissions Limited,EQ,INE751B01018,PIXTRANS.NS
PKTEA,The Peria Karamalai Tea & Produce Company Limited,BE,INE431F01018,PKTEA.NS
PLASTIBLEN,Plastiblends India Limited,EQ,INE083C01022,PLASTIBLEN.NS
PLATIND,Platinum Industries Limited,EQ,INE0PT501018,PLATIND.NS
PLAZACABLE,Plaza Wires Limited,EQ,INE0INJ01017,PLAZACABLE.NS
PML,Paul Merchants Limited,EQ,INE291E01019,PML.NS
PNB,Punjab National Bank,EQ,INE160A01022,PNB.NS
PNBGILTS,PNB Gilts Limited,EQ,INE859A01011,PNBGILTS.NS
PNBHOUSING,PNB Housing Finance Limited,EQ,INE572E01012,PNBHOUSING.NS
PNC,PNC Media and Entertainment Limited,EQ,INE392B01011,PNC.NS
PNCINFRA,PNC Infratech Limited,EQ,INE195J01029,PNCINFRA.NS
PNGJL,P N Gadgil Jewellers Limited,EQ,INE953R01016,PNGJL.NS
PNGSREVA,PNGS Reva Diamond Jewellery Limited,EQ,INE1RDG01013,PNGSREVA.NS
POCL,Pondy Oxides & Chemicals Limited,EQ,INE063E01061,POCL.NS
PODDARMENT,Poddar Pigments Limited,EQ,INE371C01013,PODDARMENT.NS
POEL,POCL Enterprises Limited,EQ,INE035S01028,POEL.NS
POKARNA,Pokarna Limited,EQ,INE637C01025,POKARNA.NS
POLICYBZR,PB Fintech Limited,EQ,INE417T01026,POLICYBZR.NS
POLYCAB,Polycab India Limited,EQ,INE455K01017,POLYCAB.NS
POLYMED,Poly Medicure Limited,EQ,INE205C01021,POLYMED.NS
POLYPLEX,Polyplex Corporation Limited,EQ,INE633B01018,POLYPLEX.NS
POLYSPIN,Polyspin Exports Limited,EQ,INE914G01029,POLYSPIN.NS
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,INE838E01017,PONNIERODE.NS
POONAWALLA,Poonawalla Fincorp Limited,EQ,INE511C01022,POONAWALLA.NS
POWERGRID,Power Grid Corporation of India Limited,EQ,INE752E01010,POWERGRID.NS
POWERICA,Powerica Limited,EQ,INE921L01032,POWERICA.NS
POWERINDIA,Hitachi Energy India Limited,EQ,INE07Y701011,POWERINDIA.NS
POWERMECH,Power Mech Projects Limited,EQ,INE211R01019,POWERMECH.NS
PPAP,PPAP Automotive Limited,BE,INE095I01015,PPAP.NS
PPL,Prakash Pipes Limited,BE,INE050001010,PPL.NS
PPLPHARMA,Piramal Pharma Limited,EQ,INE0DK501011,PPLPHARMA.NS
PRABHA,Prabha Energy Limited,EQ,INE0I0M01023,PRABHA.NS
PRADPME,Pradeep Metals Limited,BE,INE770A01010,PRADPME.NS
PRAENG,Prajay Engineers Syndicate Limited,EQ,INE505C01016,PRAENG.NS
PRAJIND,Praj Industries Limited,EQ,INE074A01025,PRAJIND.NS
PRAKASH,Prakash Industries Limited,EQ,INE603A01013,PRAKASH.NS
PRAKASHSTL,Prakash Steelage Limited,EQ,INE696K01024,PRAKASHSTL.NS
PRANAV,Pranav Constructions Limited,EQ,INE0H4201019,PRANAV.NS
PRASOLCHEM,Prasol Chemicals Limited,EQ,INE455U01024,PRASOLCHEM.NS
PRAVEG,Praveg Limited,EQ,INE722B01019,PRAVEG.NS
PRAXIS,Praxis Home Retail Limited,EQ,INE546Y01022,PRAXIS.NS
PRECAM,Precision Camshafts Limited,EQ,INE484I01029,PRECAM.NS
PRECOT,Precot Limited,EQ,INE283A01014,PRECOT.NS
PRECWIRE,Precision Wires India Limited,EQ,INE372C01037,PRECWIRE.NS
PREMCO,Premco Global Limited,EQ,INE001E01012,PREMCO.NS
PREMEXPLN,Premier Explosives Limited,EQ,INE863B01029,PREMEXPLN.NS
PREMIER,Premier Limited,BE,INE342A01018,PREMIER.NS
PREMIERENE,Premier Energies Limited,EQ,INE0BS701011,PREMIERENE.NS
PREMIERPOL,Premier Polyfilm Limited,EQ,INE309M01020,PREMIERPOL.NS
PRESTIGE,Prestige Estates Projects Limited,EQ,INE811K01011,PRESTIGE.NS
PRICOLLTD,Pricol Limited,EQ,INE726V01018,PRICOLLTD.NS
PRIMESECU,Prime Securities Limited,EQ,INE032B01021,PRIMESECU.NS
PRIMO,Primo Chemicals Limited,EQ,INE607A01022,PRIMO.NS
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,INE689W01016,PRINCEPIPE.NS
PRIORITY,Priority Jewels Limited,EQ,INE15EH01014,PRIORITY.NS
PRISMX,Prismx Global Ventures Limited,EQ,INE286N01028,PRISMX.NS
PRITI,Priti International Limited,EQ,INE974Z01015,PRITI.NS
PRITIKAUTO,Pritika Auto Industries Limited,BE,INE583R01029,PRITIKAUTO.NS
PRIVISCL,Privi Speciality Chemicals Limited,EQ,INE959A01019,PRIVISCL.NS
PROSTARM,Prostarm Info Systems Limited,EQ,INE0BX301013,PROSTARM.NS
PROTEAN,Protean eGov Technologies Limited,EQ,INE004A01022,PROTEAN.NS
PROZONER,Prozone Realty Limited,EQ,INE195N01013,PROZONER.NS
PRSMJOHNSN,Prism Johnson Limited,EQ,INE010A01011,PRSMJOHNSN.NS
PRUDENT,Prudent Corporate Advisory Services Limited,EQ,INE00F201020,PRUDENT.NS
PRUDMOULI,Prudential Sugar Corporation Limited,EQ,INE024D01016,PRUDMOULI.NS
PSB,Punjab & Sind Bank,EQ,INE608A01012,PSB.NS
PSPPROJECT,PSP Projects Limited,EQ,INE488V01015,PSPPROJECT.NS
PTC,PTC India Limited,EQ,INE877F01012,PTC.NS
PTCIL,PTC Industries Limited,EQ,INE596F01018,PTCIL.NS
PTL,PTL Enterprises Limited,EQ,INE034D01049,PTL.NS
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,INE277B01014,PUNJABCHEM.NS
PURVA,Puravankara Limited,EQ,INE323I01011,PURVA.NS
PVP,PVP Ventures Limited,EQ,INE362A01016,PVP.NS
PVRINOX,PVR INOX Limited,EQ,INE191H01014,PVRINOX.NS
PVSL,Popular Vehicles and Services Limited,EQ,INE772T01024,PVSL.NS
PWL,Physicswallah Limited,EQ,INE0LP301011,PWL.NS
PYRAMID,Pyramid Technoplast Limited,EQ,INE0MIS01010,PYRAMID.NS
QMSMEDI,QMS Medical Allied Services Limited,BE,INE0FMW01018,QMSMEDI.NS
QPOWER,Quality Power Electrical Equipments Limited,EQ,INE0SII01026,QPOWER.NS
QUADFUTURE,Quadrant Future Tek Limited,EQ,INE0LRY01011,QUADFUTURE.NS
QUESS,Quess Corp Limited,EQ,INE615P01015,QUESS.NS
QUICKHEAL,Quick Heal Technologies Limited,EQ,INE306L01010,QUICKHEAL.NS
QUINT,Quint Digital Limited,BE,INE641R01017,QUINT.NS
RACE,Race Eco Chain Limited,EQ,INE084Q01012,RACE.NS
RACLGEAR,RACL Geartech Limited,EQ,INE704B01017,RACLGEAR.NS
RADAAN,Radaan Mediaworks India Limited,EQ,INE874F01027,RADAAN.NS
RADHIKAJWE,Radhika Jeweltech Limited,BE,INE583V01021,RADHIKAJWE.NS
RADIANTCMS,Radiant Cash Management Services Limited,EQ,INE855R01021,RADIANTCMS.NS
RADICO,Radico Khaitan Limited,EQ,INE944F01028,RADICO.NS
RADIOCITY,Music Broadcast Limited,EQ,INE919I01024,RADIOCITY.NS
RAILTEL,Railtel Corporation Of India Limited,EQ,INE0DD101019,RAILTEL.NS
RAIN,Rain Industries Limited,EQ,INE855B01025,RAIN.NS
RAINBOW,Rainbow Childrens Medicare Limited,EQ,INE961O01016,RAINBOW.NS
RAJESHEXPO,Rajesh Exports Limited,BZ,INE343B01030,RAJESHEXPO.NS
RAJMET,Rajnandini Metal Limited,EQ,INE00KV01022,RAJMET.NS
RAJOOENG,Rajoo Engineers Limited,BE,INE535F01024,RAJOOENG.NS
RAJPALAYAM,Rajapalayam Mills Limited,EQ,INE296E01026,RAJPALAYAM.NS
RAJRATAN,Rajratan Global Wire Limited,EQ,INE451D01029,RAJRATAN.NS
RAJRILTD,Raj Rayon Industries Limited,BE,INE533D01032,RAJRILTD.NS
RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,INE562B01019,RAJSREESUG.NS
RAJTV,Raj Television Network Limited,EQ,INE952H01027,RAJTV.NS
RALLIS,Rallis India Limited,EQ,INE613A01020,RALLIS.NS
RAMANEWS,Shree Rama Newsprint Limited,EQ,INE278B01020,RAMANEWS.NS
RAMAPHO,Rama Phosphates Limited,EQ,INE809A01032,RAMAPHO.NS
RAMASTEEL,Rama Steel Tubes Limited,BE,INE230R01035,RAMASTEEL.NS
RAMBHAJO,Advit Jewels Limited,EQ,INE1SJO01012,RAMBHAJO.NS
RAMCOCEM,The Ramco Cements Limited,EQ,INE331A01037,RAMCOCEM.NS
RAMCOIND,Ramco Industries Limited,EQ,INE614A01028,RAMCOIND.NS
RAMCOSYS,Ramco Systems Limited,EQ,INE246B01019,RAMCOSYS.NS
RAMKY,Ramky Infrastructure Limited,EQ,INE874I01013,RAMKY.NS
RAMRAT,Ram Ratna Wires Limited,EQ,INE207E01023,RAMRAT.NS
RANASUG,Rana Sugars Limited,EQ,INE625B01014,RANASUG.NS
RANEHOLDIN,Rane Holdings Limited,EQ,INE384A01010,RANEHOLDIN.NS
RATEGAIN,Rategain Travel Technologies Limited,EQ,INE0CLI01024,RATEGAIN.NS
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,INE703B01027,RATNAMANI.NS
RATNAVEER,Ratnaveer Precision Engineering Limited,EQ,INE05CZ01011,RATNAVEER.NS
RAYMOND,Raymond Limited,EQ,INE301A01014,RAYMOND.NS
RAYMONDLSL,Raymond Lifestyle Limited,EQ,INE02ID01020,RAYMONDLSL.NS
RAYMONDREL,Raymond Realty Limited,EQ,INE1SY401010,RAYMONDREL.NS
RBA,Restaurant Brands Asia Limited,EQ,INE07T201019,RBA.NS
RBLBANK,RBL Bank Limited,EQ,INE976G01028,RBLBANK.NS
RBZJEWEL,RBZ Jewellers Limited,BE,INE0PEQ01016,RBZJEWEL.NS
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,INE027A01015,RCF.NS
RCOM,Reliance Communications Limited,BE,INE330H01018,RCOM.NS
RECLTD,REC Limited,EQ,INE020B01018,RECLTD.NS
REDINGTON,Redington Limited,EQ,INE891D01026,REDINGTON.NS
REDTAPE,Redtape Limited,EQ,INE0LXT01019,REDTAPE.NS
REFEX,Refex Industries Limited,EQ,INE056I01025,REFEX.NS
REGAAL,Regaal Resources Limited,EQ,INE0MHO01029,REGAAL.NS
REGENCERAM,Regency Ceramics Limited,EQ,INE277C01012,REGENCERAM.NS
RELAXO,Relaxo Footwears Limited,EQ,INE131B01039,RELAXO.NS
RELCHEMQ,Reliance Chemotex Industries Limited,EQ,INE750D01016,RELCHEMQ.NS
RELIABLE,Reliable Data Services Limited,EQ,INE375Y01018,RELIABLE.NS
RELIANCE,Reliance Industries Limited,EQ,INE002A01018,RELIANCE.NS
RELIGARE,Religare Enterprises Limited,EQ,INE621H01010,RELIGARE.NS
RELINFRA,Reliance Infrastructure Limited,BE,INE036A01016,RELINFRA.NS
RELTD,Ravindra Energy Limited,EQ,INE206N01018,RELTD.NS
REMSONSIND,Remsons Industries Limited,EQ,INE474C01023,REMSONSIND.NS
RENTOMOJO,Rentomojo Limited,EQ,INE08T701025,RENTOMOJO.NS
RENUKA,Shree Renuka Sugars Limited,EQ,INE087H01022,RENUKA.NS
REPCOHOME,Repco Home Finance Limited,EQ,INE612J01015,REPCOHOME.NS
REPL,Rudrabhishek Enterprises Limited,EQ,INE364Z01019,REPL.NS
REPRO,Repro India Limited,EQ,INE461B01014,REPRO.NS
RESPONIND,Responsive Industries Limited,EQ,INE688D01026,RESPONIND.NS
RETAIL,JHS Svendgaard Retail Ventures Limited,EQ,INE03DD01011,RETAIL.NS
RGL,Renaissance Global Limited,EQ,INE722H01024,RGL.NS
RHETAN,Rhetan TMT Limited,EQ,INE0KKN01029,RHETAN.NS
RHFL,Reliance Home Finance Limited,BZ,INE217K01011,RHFL.NS
RHIM,RHI MAGNESITA INDIA LIMITED,EQ,INE743M01012,RHIM.NS
RHL,Robust Hotels Limited,EQ,INE508K01013,RHL.NS
RICOAUTO,Rico Auto Industries Limited,EQ,INE209B01025,RICOAUTO.NS
RIIL,Reliance Industrial Infrastructure Limited,EQ,INE046A01015,RIIL.NS
RIR,RIR Power Electronics Limited,EQ,INE302D01024,RIR.NS
RISHABH,Rishabh Instruments Limited,EQ,INE0N2P01017,RISHABH.NS
RITCO,Ritco Logistics Limited,EQ,INE01EG01016,RITCO.NS
RITES,RITES Limited,EQ,INE320J01015,RITES.NS
RKDL,Ravi Kumar Distilleries Limited,EQ,INE722J01012,RKDL.NS
RKEC,RKEC Projects Limited,EQ,INE786W01010,RKEC.NS
RKFORGE,Ramkrishna Forgings Limited,EQ,INE399G01023,RKFORGE.NS
RKSWAMY,R K Swamy Limited,EQ,INE0NQ801033,RKSWAMY.NS
RMC,RMC Switchgears Limited,EQ,INE655V01019,RMC.NS
RMDRIP,R M Drip and Sprinklers Systems Limited,BE,INE219Y01026,RMDRIP.NS
RML,Rane (Madras) Limited,EQ,INE050H01012,RML.NS
RNBDENIMS,R&B Denims Limited,BE,INE012Q01039,RNBDENIMS.NS
ROHLTD,Royal Orchid Hotels Limited,EQ,INE283H01019,ROHLTD.NS
ROLEXRINGS,Rolex Rings Limited,EQ,INE645S01024,ROLEXRINGS.NS
ROLLT,Rollatainers Limited,BE,INE927A01040,ROLLT.NS
ROML,Raj Oil Mills Limited,EQ,INE294G01026,ROML.NS
ROSSARI,Rossari Biotech Limited,EQ,INE02A801020,ROSSARI.NS
ROSSELLIND,Rossell India Limited,EQ,INE847C01020,ROSSELLIND.NS
ROSSTECH,Rossell Techsys Limited,EQ,INE0OJW01016,ROSSTECH.NS
ROTO,Roto Pumps Limited,EQ,INE535D01037,ROTO.NS
ROUTE,ROUTE MOBILE LIMITED,EQ,INE450U01017,ROUTE.NS
RPEL,Raghav Productivity Enhancers Limited,EQ,INE912T01018,RPEL.NS
RPGLIFE,RPG Life Sciences Limited,EQ,INE105J01010,RPGLIFE.NS
RPOWER,Reliance Power Limited,EQ,INE614G01033,RPOWER.NS
RPPINFRA,R.P.P. Infra Projects Limited,EQ,INE324L01013,RPPINFRA.NS
RPPL,Rajshree Polypack Limited,BE,INE760W01023,RPPL.NS
RPSGVENT,RPSG VENTURES LIMITED,EQ,INE425Y01011,RPSGVENT.NS
RPTECH,Rashi Peripherals Limited,EQ,INE0J1F01024,RPTECH.NS
RRECL,RDB Real Estate Constructions Limited,EQ,INE0AK901016,RRECL.NS
RRIL,RRIL Limited,EQ,INE951M01037,RRIL.NS
RRKABEL,R R Kabel Limited,EQ,INE777K01022,RRKABEL.NS
RSDFIN,RSD Finance Limited,BE,INE616F01022,RSDFIN.NS
RSL,Rajputana Stainless Limited,EQ,INE313L01016,RSL.NS
RSSOFTWARE,R. S. Software (India) Limited,EQ,INE165B01029,RSSOFTWARE.NS
RSWM,RSWM Limited,EQ,INE611A01016,RSWM.NS
RSYSTEMS,R Systems International Limited,EQ,INE411H01032,RSYSTEMS.NS
RTNINDIA,RattanIndia Enterprises Limited,EQ,INE834M01019,RTNINDIA.NS
RTNPOWER,RattanIndia Power Limited,EQ,INE399K01017,RTNPOWER.NS
RTSPOWR,RTS Power Corporation Limited,EQ,INE005C01017,RTSPOWR.NS
RUBFILA,Rubfila International Limited,EQ,INE642C01025,RUBFILA.NS
RUBICON,Rubicon Research Limited,EQ,INE506V01022,RUBICON.NS
RUBYMILLS,The Ruby Mills Limited,EQ,INE301D01026,RUBYMILLS.NS
RUCHINFRA,Ruchi Infrastructure Limited,EQ,INE413B01023,RUCHINFRA.NS
RUCHIRA,Ruchira Papers Limited,EQ,INE803H01014,RUCHIRA.NS
RUDRA,Rudra Global Infra Products Limited,EQ,INE027T01023,RUDRA.NS
RUPA,Rupa & Company Limited,EQ,INE895B01021,RUPA.NS
RUSHIL,Rushil Decor Limited,EQ,INE573K01025,RUSHIL.NS
RUSTOMJEE,Keystone Realtors Limited,EQ,INE263M01029,RUSTOMJEE.NS
RVHL,Ravinder Heights Limited,EQ,INE09E501017,RVHL.NS
RVNL,Rail Vikas Nigam Limited,EQ,INE415G01027,RVNL.NS
RVTH,Revathi Equipment India Limited,EQ,INE0DAB01012,RVTH.NS
S&SPOWER,S&S Power Switchgears Limited,EQ,INE902B01017,S&SPOWER.NS
SAATVIKGL,Saatvik Green Energy Limited,EQ,INE13B501022,SAATVIKGL.NS
SAB,SAB Industries Limited,EQ,INE137M01017,SAB.NS
SADBHAV,Sadbhav Engineering Limited,EQ,INE226H01026,SADBHAV.NS
SADBHIN,Sadbhav Infrastructure Project Limited,EQ,INE764L01010,SADBHIN.NS
SADHNANIQ,Sadhana Nitrochem Limited,BE,INE888C01040,SADHNANIQ.NS
SAFARI,Safari Industries (India) Limited,EQ,INE429E01023,SAFARI.NS
SAGARDEEP,Sagardeep Alloys Limited,EQ,INE976T01013,SAGARDEEP.NS
SAGCEM,Sagar Cements Limited,EQ,INE229C01021,SAGCEM.NS
SAGILITY,SAGILITY LIMITED,EQ,INE0W2G01015,SAGILITY.NS
SAHLIBHFI,Shalibhadra Finance Limited,EQ,INE861D01011,SAHLIBHFI.NS
SAHYADRI,Sahyadri Industries Limited,EQ,INE280H01015,SAHYADRI.NS
SAICAPI,Sai Capital Limited,EQ,INE531X01018,SAICAPI.NS
SAIL,Steel Authority of India Limited,EQ,INE114A01011,SAIL.NS
SAILIFE,Sai Life Sciences Limited,EQ,INE570L01029,SAILIFE.NS
SAIPARENT,Sai Parenterals Limited,EQ,INE0H9F01037,SAIPARENT.NS
SAKAR,Sakar Healthcare Limited,EQ,INE732S01012,SAKAR.NS
SAKHTISUG,Sakthi Sugars Limited,EQ,INE623A01011,SAKHTISUG.NS
SAKSOFT,Saksoft Limited,EQ,INE667G01023,SAKSOFT.NS
SAKUMA,Sakuma Exports Limited,EQ,INE190H01024,SAKUMA.NS
SALASAR,Salasar Techno Engineering Limited,EQ,INE170V01027,SALASAR.NS
SALONA,Salona Cotspin Limited,EQ,INE498E01010,SALONA.NS
SALSTEEL,S.A.L. Steel Limited,EQ,INE658G01014,SALSTEEL.NS
SALZERELEC,Salzer Electronics Limited,EQ,INE457F01013,SALZERELEC.NS
SAMBANDAM,Sambandam Spinning Mills Limited,EQ,INE304D01012,SAMBANDAM.NS
SAMBHAAV,Sambhaav Media Limited,EQ,INE699B01027,SAMBHAAV.NS
SAMBHV,Sambhv Steel Tubes Limited,EQ,INE12NJ01018,SAMBHV.NS
SAMHI,Samhi Hotels Limited,EQ,INE08U801020,SAMHI.NS
SAMMAANCAP,Sammaan Capital Limited,EQ,INE148I01020,SAMMAANCAP.NS
SAMPANN,Sampann Utpadan India Limited,EQ,INE735M01018,SAMPANN.NS
SANATHAN,Sanathan Textiles Limited,EQ,INE0JPD01013,SANATHAN.NS
SANDESH,The Sandesh Limited,EQ,INE583B01015,SANDESH.NS
SANDHAR,Sandhar Technologies Limited,EQ,INE278H01035,SANDHAR.NS
SANDUMA,Sandur Manganese & Iron Ores Limited,EQ,INE149K01016,SANDUMA.NS
SANGAMIND,Sangam (India) Limited,EQ,INE495C01010,SANGAMIND.NS
SANGHVIMOV,Sanghvi Movers Limited,EQ,INE989A01032,SANGHVIMOV.NS
SANGINITA,Sanginita Chemicals Limited,BE,INE753W01010,SANGINITA.NS
SANOFI,Sanofi India Limited,EQ,INE058A01010,SANOFI.NS
SANOFICONR,Sanofi Consumer Healthcare India Limited,EQ,INE0UOS01011,SANOFICONR.NS
SANSERA,Sansera Engineering Limited,EQ,INE953O01021,SANSERA.NS
SANSTAR,Sanstar Limited,EQ,INE08NE01025,SANSTAR.NS
SANWARIA,Sanwaria Consumer Limited,BZ,INE890C01046,SANWARIA.NS
SAPPHIRE,Sapphire Foods India Limited,EQ,INE806T01020,SAPPHIRE.NS
SAPPL,Shree Ajit Pulp & Paper Limited,EQ,INE185C01017,SAPPL.NS
SARDAEN,Sarda Energy & Minerals Limited,EQ,INE385C01021,SARDAEN.NS
SAREGAMA,Saregama India Limited,EQ,INE979A01025,SAREGAMA.NS
SARLAPOLY,Sarla Performance Fibers Limited,EQ,INE453D01025,SARLAPOLY.NS
SARVESHWAR,Sarveshwar Foods Limited,EQ,INE324X01026,SARVESHWAR.NS
SASKEN,Sasken Technologies Limited,EQ,INE231F01020,SASKEN.NS
SATIA,Satia Industries Limited,EQ,INE170E01023,SATIA.NS
SATIN,Satin Creditcare Network Limited,EQ,INE836B01017,SATIN.NS
SAURASHCEM,Saurashtra Cement Limited,EQ,INE626A01014,SAURASHCEM.NS
SAYAJIHOTL,Sayaji Hotels Limited,EQ,INE318C01014,SAYAJIHOTL.NS
SAYAJIIND,Sayaji Industries Limited,EQ,INE327G01032,SAYAJIIND.NS
SBC,SBC Exports Limited,EQ,INE04AK01028,SBC.NS
SBCL,Shivalik Bimetal Controls Limited,EQ,INE386D01027,SBCL.NS
SBFC,SBFC Finance Limited,EQ,INE423Y01016,SBFC.NS
SBGLP,Suratwwala Business Group Limited,EQ,INE05ST01028,SBGLP.NS
SBICARD,SBI Cards and Payment Services Limited,EQ,INE018E01016,SBICARD.NS
SBIFUNDS,SBI Funds Management Limited,EQ,INE640G01020,SBIFUNDS.NS
SBILIFE,SBI Life Insurance Company Limited,EQ,INE123W01016,SBILIFE.NS
SBIN,State Bank of India,EQ,INE062A01020,SBIN.NS
SCANSTL,Scan Steels Limited,BE,INE099G01011,SCANSTL.NS
SCHAEFFLER,Schaeffler India Limited,EQ,INE513A01022,SCHAEFFLER.NS
SCHAND,S Chand And Company Limited,EQ,INE807K01035,SCHAND.NS
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,INE839M01018,SCHNEIDER.NS
SCI,Shipping Corporation Of India Limited,EQ,INE109A01011,SCI.NS
SCILAL,Shipping Corporation of India Land and Assets Limited,EQ,INE0PB301013,SCILAL.NS
SCODATUBES,Scoda Tubes Limited,EQ,INE090501011,SCODATUBES.NS
SCPL,Sheetal Cool Products Limited,BE,INE501Y01019,SCPL.NS
SDBL,Som Distilleries & Breweries Limited,EQ,INE480C01038,SDBL.NS
SEAMECLTD,Seamec Limited,EQ,INE497B01018,SEAMECLTD.NS
SECMARK,SecMark Consultancy Limited,EQ,INE0BTM01013,SECMARK.NS
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,INE650K01021,SECURKLOUD.NS
SEDEMAC,SEDEMAC Mechatronics Limited,EQ,INE00XB01019,SEDEMAC.NS
SEIL,Shanti Educational Initiatives Limited,EQ,INE440T01028,SEIL.NS
SEJALLTD,Sejal Glass Limited,EQ,INE955I01044,SEJALLTD.NS
SEKURITIND,Saint Gobain Sekurit India Limited,EQ,INE068B01017,SEKURITIND.NS
SEMAC,Semac Construction Limited,EQ,INE617A01013,SEMAC.NS
SENCO,Senco Gold Limited,EQ,INE602W01027,SENCO.NS
SENORES,Senores Pharmaceuticals Limited,EQ,INE0RB801010,SENORES.NS
SEPC,SEPC Limited,EQ,INE964H01014,SEPC.NS
SERVOTECH,Servotech Renewable Power System Limited,EQ,INE782X01033,SERVOTECH.NS
